-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.866878,145.07257,36.599998
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.86687,145.072555,36.5
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866844,145.07254,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
-37.866836,145.072555,36.400001
